property_id, location_zip, seating_type, clue_small_area, trading_name, x_coordinate, location_city, location_state, number_of_seats, ogc_fid, industry_anzsic4_description, y_coordinate, census_year, street_address
"104449",null,"Seats - Outdoor","Carlton","Roy's Cafe","144.9656241",null,null,"21",4,"Cafes and Restaurants","-37.80080042","2017","117 Grattan Street"
"110095",null,"Seats - Outdoor","Melbourne (CBD)","Zuppa","144.9578132",null,null,"6",22,"Takeaway Food Services","-37.81636534","2017","555 Bourke Street"
"105726",null,"Seats - Indoor","Melbourne (CBD)","Donoghue's ","144.9560169",null,null,"50",29,"Cafes and Restaurants","-37.8134766","2017","550 Lonsdale Street"
"103176",null,"Seats - Indoor","Melbourne (CBD)","Subway","144.9634979",null,null,"16",39,"Cafes and Restaurants","-37.81592157","2017","97-103 Elizabeth Street"
"110688",null,"Seats - Indoor","Melbourne (CBD)","Funk Fish","144.9572395",null,null,"24",58,"Takeaway Food Services","-37.80745984","2017","65-81 Victoria Street"
"592048",null,"Seats - Outdoor","Melbourne (CBD)","La Di Da","144.9556244",null,null,"80",80,"Cafes and Restaurants","-37.81551353","2017","188-202 King Street"
"110326",null,"Seats - Outdoor","Southbank","Hopscotch","144.9633758",null,null,"200",100,"Cafes and Restaurants","-37.82092509","2017","4 Riverside Quay"
"110669",null,"Seats - Indoor","Melbourne (CBD)","Viet St","144.9629844",null,null,"5",128,"Takeaway Food Services","-37.81570426","2017","353-359 Little Collins Street"
"103704",null,"Seats - Outdoor","Carlton","Yo-Chi","144.9680207",null,null,"24",131,"Cafes and Restaurants","-37.79844782","2017","194-196 Faraday Street"
"599505",null,"Seats - Indoor","Docklands","Origami Sushi & Noodles ","144.947217",null,null,"12",171,"Cafes and Restaurants","-37.81817241","2017","744-770 Bourke Street"
"111456",null,"Seats - Outdoor","East Melbourne","The Pavilion","144.9804557",null,null,"86",181,"Cafes and Restaurants","-37.81296163","2017"," Wellington Parade"
"108973",null,"Seats - Indoor","Docklands","Sumo Salad","144.9523393",null,null,"12",189,"Takeaway Food Services","-37.81815358","2017","85-161 Spencer Street"
"103997",null,"Seats - Outdoor","Melbourne (CBD)","Riverside Deli & Coffee House","144.9582721",null,null,"12",192,"Cafes and Restaurants","-37.81974184","2017","472-482 Flinders Street"
"105606",null,"Seats - Indoor","North Melbourne","Di Bella Coffee","144.9505945",null,null,"60",195,"Cafes and Restaurants","-37.80447359","2017","19-21 Leveson Street"
"102034",null,"Seats - Indoor","North Melbourne","Yeonga","144.956923",null,null,"96",198,"Cafes and Restaurants","-37.80560474","2017","1-3 Cobden Street"
"104660",null,"Seats - Outdoor","Melbourne (CBD)","Amigos Hardware Lane","144.9608667",null,null,"44",200,"Cafes and Restaurants","-37.8131434","2017","75-77 Hardware Lane"
"103809",null,"Seats - Outdoor","North Melbourne","Turf Club Hotel ","144.9563792",null,null,"64",243,"Pubs, Taverns and Bars","-37.80130394","2017","1-3 Flemington Road"
"603923",null,"Seats - Indoor","Melbourne (CBD)","Degani At Urban Workshop","144.9707325",null,null,"36",246,"Cafes and Restaurants","-37.8091842","2017","32-54 Lonsdale Street"
"109209",null,"Seats - Indoor","Parkville","University High School Canteen","144.9560633",null,null,"100",248,"Cafes and Restaurants","-37.79746671","2017","77 Story Street"
"104014",null,"Seats - Indoor","Melbourne (CBD)","Alice Nevins","144.9665517",null,null,"10",262,"Cafes and Restaurants","-37.81724878","2017","228-236 Flinders Street"
"109390",null,"Seats - Outdoor","Melbourne (CBD)","Goldilocks","144.9651474",null,null,"40",268,"Pubs, Taverns and Bars","-37.81181063","2017","264-266 Swanston Street"
"588500",null,"Seats - Outdoor","Melbourne (CBD)","Blu Point Caffe","144.9664575",null,null,"26",276,"Cafes and Restaurants","-37.80822377","2017","336 Russell Street"
"107975",null,"Seats - Indoor","North Melbourne","Elceed Cafe","144.9471385",null,null,"24",281,"Cafes and Restaurants","-37.80252643","2017","610 Queensberry Street"
"104010",null,"Seats - Indoor","Melbourne (CBD)","Sea Salt","144.9656264",null,null,"26",298,"Cafes and Restaurants","-37.81760781","2017","256-268 Flinders Street"
"104450",null,"Seats - Indoor","Carlton","Domino's Pizza","144.9651037",null,null,"15",300,"Takeaway Food Services","-37.80077102","2017","251-257 Cardigan Street"
"106559",null,"Seats - Indoor","Melbourne (CBD)","Meyers Place Bar","144.9723505",null,null,"63",312,"Pubs, Taverns and Bars","-37.81207814","2017","20 Meyers Place"
"101172",null,"Seats - Outdoor","Melbourne (CBD)","The Attic, Artisan Bread And Cafe","144.9561073",null,null,"6",313,"Cafes and Restaurants","-37.81571393","2017","578-606 Bourke Street"
"102788",null,"Seats - Indoor","North Melbourne","North Melbourne Takeaway & Snack Bar","144.9429106",null,null,"12",314,"Takeaway Food Services","-37.80428921","2017","95 Dryburgh Street"
"103033",null,"Seats - Outdoor","Kensington","Taco Bill","144.9315233",null,null,"12",323,"Cafes and Restaurants","-37.79484451","2017","457-469 Macaulay Road"
"101789",null,"Seats - Outdoor","Melbourne (CBD)","3 Lt Monkeys","144.9655966",null,null,"4",329,"Takeaway Food Services","-37.8166033","2017","252-254 Flinders Lane"
"611394",null,"Seats - Indoor","Melbourne (CBD)","Eat Pizza Flinders Street","144.9565185",null,null,"6",334,"Takeaway Food Services","-37.82099397","2017","545-557 Flinders Street"
"110762",null,"Seats - Outdoor","Melbourne (CBD)","Cafe On Collins","144.9638231",null,null,"17",352,"Cafes and Restaurants","-37.81662708","2017","303-317 Collins Street"
"605909",null,"Seats - Outdoor","Docklands","Chiara","144.9511863",null,null,"20",369,"Cafes and Restaurants","-37.82096812","2017","705-715 Collins Street"
"109848",null,"Seats - Indoor","Carlton","Draculas","144.964176",null,null,"320",3586,"Cafes and Restaurants","-37.80649729","2017","96-100 Victoria Street"
"110708",null,"Seats - Indoor","Melbourne (CBD)","Jung Gun Restaurant","144.9560169",null,null,"42",376,"Cafes and Restaurants","-37.8134766","2017","535 Little Lonsdale Street"
"108989",null,"Seats - Indoor","Melbourne (CBD)","Father John Cafe","144.9720594",null,null,"18",380,"Cafes and Restaurants","-37.81012699","2017","199-207 Spring Street"
"105654",null,"Seats - Outdoor","Carlton","Bouverie Deli","144.9627288",null,null,"36",383,"Cafes and Restaurants","-37.8013409","2017","22-40 Lincoln Square North"
"109719",null,"Seats - Outdoor","West Melbourne (Residential)","Smile Thai Restaurant","144.949623",null,null,"4",390,"Cafes and Restaurants","-37.80538734","2017","357 Victoria Street"
"100373",null,"Seats - Outdoor","East Melbourne","Chi Cafe","144.9881385",null,null,"8",430,"Takeaway Food Services","-37.81042804","2017","84-90 Albert Street"
"616011",null,"Seats - Indoor","Kensington","Jerry's Burgers 'n' Fries","144.9299704",null,null,"24",444,"Cafes and Restaurants","-37.79424521","2017","482 Macaulay Road"
"110734",null,"Seats - Indoor","Southbank","Fatto Bar & Cantina","144.9682264",null,null,"80",458,"Cafes and Restaurants","-37.82094188","2017","100 St Kilda Road"
"518847",null,"Seats - Outdoor","Carlton","Kaprica","144.9627813",null,null,"15",459,"Cafes and Restaurants","-37.80336259","2017","19-21 Lincoln Square South"
"109267",null,"Seats - Indoor","Melbourne (CBD)","1932 Cafe & Restaurant","144.9661258",null,null,"32",472,"Cafes and Restaurants","-37.81528474","2017","220-226 Collins Street"
"108505",null,"Seats - Indoor","Parkville","Oshin Sushi Bar","144.9585626",null,null,"20",480,"Cafes and Restaurants","-37.7849288","2017","367-377 Royal Parade"
"103325",null,"Seats - Outdoor","Melbourne (CBD)","Hudsons Elizabeth Street","144.9641934",null,null,"8",482,"Cafes and Restaurants","-37.81591326","2017","84-86 Elizabeth Street"
"102116",null,"Seats - Outdoor","Melbourne (CBD)","Feast @ 520","144.9572629",null,null,"20",485,"Cafes and Restaurants","-37.81780327","2017","516-520 Collins Street"
"103520",null,"Seats - Indoor","North Melbourne","KL Bunga Raya","144.9497225",null,null,"40",488,"Cafes and Restaurants","-37.80435713","2017","34 Errol Street"
"105913",null,"Seats - Indoor","Melbourne (CBD)","Sakura Kaiten Sushi","144.9716953",null,null,"34",499,"Cafes and Restaurants","-37.81309819","2017","57-67 Little Collins Street"
"102165",null,"Seats - Indoor","Melbourne (CBD)","Koko Black Chocolate","144.9718392",null,null,"65",516,"Cafes and Restaurants","-37.81355886","2017","52-54 Collins Street"
"105516",null,"Seats - Outdoor","Carlton","The Corkman Irish Pub","144.960916",null,null,"10",531,"Pubs, Taverns and Bars","-37.80243195","2017","154-160 Leicester Street"
"102157",null,"Seats - Indoor","Melbourne (CBD)","Entrecote City","144.9702813",null,null,"65",541,"Cafes and Restaurants","-37.8139675","2017","90-98 Collins Street"
"105915",null,"Seats - Outdoor","Melbourne (CBD)","Harry's At Stamford ","144.9697676",null,null,"8",544,"Cafes and Restaurants","-37.8136886","2017","121-127 Little Collins Street"
"104002",null,"Seats - Indoor","Melbourne (CBD)","Iseya Icecream Bar And Cafe","144.9615299",null,null,"20",556,"Takeaway Food Services","-37.81884626","2017","376-388 Flinders Street"
"108001",null,"Seats - Indoor","North Melbourne","Mr Price's Food Store","144.9506624",null,null,"30",558,"Cafes and Restaurants","-37.8028658","2017","502 Queensberry Street"
"601809",null,"Seats - Indoor","Docklands","Waterfront Venues","144.9390269",null,null,"460",562,"Other Administrative Services n.e.c.","-37.81517782","2017","425-427 Docklands Drive"
"105672",null,"Seats - Indoor","Melbourne (CBD)","Healthy Nibbles Cafe","144.9707149",null,null,"16",567,"Cafes and Restaurants","-37.81005686","2017","53-57 Lonsdale Street"
"579252",null,"Seats - Indoor","Melbourne (CBD)","Earl Canteen","144.9557275",null,null,"10",594,"Cafes and Restaurants","-37.81902044","2017","559-587 Collins Street"
"103946",null,"Seats - Indoor","Melbourne (CBD)","Randy Dragon","144.9638507",null,null,"50",627,"Pubs, Taverns and Bars","-37.81763918","2017","313-315 Flinders Lane"
"105937",null,"Seats - Indoor","Melbourne (CBD)","Little Colin","144.9600859",null,null,"10",629,"Cafes and Restaurants","-37.81638558","2017","435-443 Little Collins Street"
"107981",null,"Seats - Indoor","North Melbourne","Twenty & Six Espresso","144.9475392",null,null,"26",630,"Cafes and Restaurants","-37.80257072","2017","594 Queensberry Street"
"616030",null,"Seats - Outdoor","Kensington","Spinifex Cafe","144.9300585",null,null,"10",653,"Cafes and Restaurants","-37.79405204","2017","192-194 Bellair Street"
"574431",null,"Seats - Indoor","Carlton","Grilled 118","144.9666993",null,null,"30",658,"Cafes and Restaurants","-37.80443778","2017","118 Lygon Street"
"110679",null,"Seats - Indoor","Melbourne (CBD)","Romeo Takeaway Cafe","144.9572395",null,null,"6",663,"Takeaway Food Services","-37.80745984","2017"," Peel Street"
"109300",null,"Seats - Indoor","Melbourne (CBD)","Taiwan Cafe","144.9645317",null,null,"56",667,"Cafes and Restaurants","-37.81185964","2017","273 Swanston Street"
"105679",null,"Seats - Indoor","Melbourne (CBD)","Footlights Restaurant","144.96853",null,null,"80",690,"Cafes and Restaurants","-37.81098009","2017","131-137 Lonsdale Street"
"616033",null,"Seats - Outdoor","Kensington","Karelay Patisserie","144.9300805",null,null,"22",704,"Cafes and Restaurants","-37.79395787","2017","190 Bellair Street"
"106560",null,"Seats - Indoor","Melbourne (CBD)","Lily Blacks","144.972451",null,null,"100",719,"Cafes and Restaurants","-37.81221617","2017","12-18 Meyers Place"
"102161",null,"Seats - Indoor","Melbourne (CBD)","Mediterranean Deli","144.9707087",null,null,"4",723,"Cafes and Restaurants","-37.81358646","2017","76-84 Collins Street"
"104560",null,"Seats - Outdoor","Melbourne (CBD)","Rustica Canteen","144.9598612",null,null,"4",728,"Cafes and Restaurants","-37.81146107","2017","33-35 Guildford Lane"
"108989",null,"Seats - Indoor","Melbourne (CBD)","Hudson's Coffee","144.9720594",null,null,"25",735,"Cafes and Restaurants","-37.81012699","2017","199-207 Spring Street"
"623557",null,"Seats - Indoor","Southbank","Melbourne Exhibition Centre","144.9523782",null,null,"31",740,"Other Administrative Services n.e.c.","-37.82539976","2017","2 Clarendon Street"
"101204",null,"Seats - Outdoor","Melbourne (CBD)","Red Silks Restaurant & Bar","144.9672768",null,null,"80",741,"Cafes and Restaurants","-37.8124312","2017","194-200 Bourke Street"
"101176",null,"Seats - Outdoor","Melbourne (CBD)","Movida Aqui","144.9587607",null,null,"50",742,"Cafes and Restaurants","-37.81494883","2017","494-512 Bourke Street"
"664629",null,"Seats - Indoor","Parkville","Percys Grainger Museum Cafe","144.9612468",null,null,"16",756,"Takeaway Food Services","-37.79739836","2017","230 Grattan Street"
"104014",null,"Seats - Outdoor","Melbourne (CBD)","Ratee Thai","144.9665517",null,null,"36",760,"Cafes and Restaurants","-37.81724878","2017","228-236 Flinders Street"
"103402",null,"Seats - Outdoor","North Melbourne","Townhall Hotel North Melbourne","144.9489068",null,null,"34",768,"Pubs, Taverns and Bars","-37.80414139","2017","33 Errol Street"
"108625",null,"Seats - Indoor","Melbourne (Remainder)","Subway","144.9762096",null,null,"8",793,"Takeaway Food Services","-37.836275","2017","407B-407D St Kilda Road"
"102079",null,"Seats - Indoor","Melbourne (CBD)","Om Vegetarian","144.9663304",null,null,"48",800,"Cafes and Restaurants","-37.81584476","2017","221-231 Collins Street"
"110944",null,"Seats - Outdoor","South Yarra","Fawkner Park Tennis Centre","144.9800012",null,null,"15",802,"Cafes and Restaurants","-37.83804253","2017","65W Toorak Road"
"110708",null,"Seats - Indoor","Melbourne (CBD)","Seven Star Korea","144.9560169",null,null,"68",807,"Cafes and Restaurants","-37.8134766","2017","535 Little Lonsdale Street"
"103978",null,"Seats - Outdoor","Docklands","Man Mo @ Wtc","144.9536422",null,null,"60",811,"Cafes and Restaurants","-37.82253633","2017","18-38 Siddeley Street"
"110335",null,"Seats - Outdoor","Southbank","Left Bank Melbourne","144.9628914",null,null,"75",817,"Cafes and Restaurants","-37.8210403","2017","1-9 Southbank Boulevard"
"105844",null,"Seats - Indoor","Melbourne (CBD)","Tipo 00","144.9619926",null,null,"44",818,"Cafes and Restaurants","-37.81358648","2017","361-363 Little Bourke Street"
"110690",null,"Seats - Outdoor","Melbourne (CBD)","Coffea Coffee","144.9572395",null,null,"27",823,"Cafes and Restaurants","-37.80745984","2017","507-523 Elizabeth Street"
"102172",null,"Seats - Outdoor","Melbourne (CBD)","La Belle Miette","144.9732575",null,null,"6",840,"Other Specialised Food Retailing","-37.81314231","2017","8 Collins Street"
"601815",null,"Seats - Outdoor","Docklands","Replay cafe","144.9401994",null,null,"6",872,"Cafes and Restaurants","-37.81427742","2017","397-407 Docklands Drive"
"103520",null,"Seats - Outdoor","North Melbourne","KL Bunga Raya","144.9497225",null,null,"14",905,"Cafes and Restaurants","-37.80435713","2017","34 Errol Street"
"111064",null,"Seats - Indoor","Carlton","Killiney Kopitiam ","144.9666993",null,null,"27",934,"Cafes and Restaurants","-37.80443778","2017","114 Lygon Street"
"105945",null,"Seats - Indoor","Melbourne (CBD)","Spicy Korea","144.9549054",null,null,"38",943,"Cafes and Restaurants","-37.81802782","2017","601-611 Little Collins Street"
"102063",null,"Seats - Indoor","Melbourne (CBD)","Tazio Birraria & Pizzeria","144.9726281",null,null,"60",963,"Cafes and Restaurants","-37.81430616","2017","45 Collins Street"
"613252",null,"Seats - Outdoor","Docklands","Panda Loves Fish","144.9458305",null,null,"18",965,"Cafes and Restaurants","-37.821044","2017","790-814 Collins Street"
"103324",null,"Seats - Outdoor","Melbourne (CBD)","Mag Nation Pty Ltd","144.9642408",null,null,"12",977,"Newspaper and Book Retailing","-37.81584627","2017","88 Elizabeth Street"
"108229",null,"Seats - Outdoor","Carlton","Carlton Fish & Chips","144.9711835",null,null,"4",989,"Takeaway Food Services","-37.79518777","2017","178 Rathdowne Street"
"102103",null,"Seats - Indoor","Melbourne (CBD)","Merchant Osteria Veneta","144.9581185",null,null,"140",991,"Cafes and Restaurants","-37.81853877","2017","487-503 Collins Street"
"102063",null,"Seats - Outdoor","Melbourne (CBD)","Nashi","144.9726281",null,null,"10",996,"Takeaway Food Services","-37.81430616","2017","45 Collins Street"
"106228",null,"Seats - Outdoor","Carlton","Jauja ","144.9671514",null,null,"20",1006,"Takeaway Food Services","-37.80123703","2017","254 Lygon Street"
"105739",null,"Seats - Indoor","Melbourne (CBD)","Souperman Cafe","144.9607949",null,null,"26",1015,"Takeaway Food Services","-37.81236842","2017","386-392 Lonsdale Street"
"575820",null,"Seats - Indoor","Southbank","Blue Bag","144.962154",null,null,"30",1021,"Takeaway Food Services","-37.82167834","2017","1-9 Freshwater Place"
"578322",null,"Seats - Outdoor","Melbourne (CBD)","Cafe Chinotto","144.9699175",null,null,"180",1028,"Cafes and Restaurants","-37.81784465","2017","2 Swanston Street"
"103968",null,"Seats - Indoor","Melbourne (CBD)","Blue Bag","144.9715746",null,null,"14",1033,"Cafes and Restaurants","-37.81501535","2017","41-43 Exhibition Street"
"101199",null,"Seats - Indoor","Melbourne (CBD)","Melbourne Dae Jang Geum Korean BBQ","144.9658365",null,null,"120",1054,"Cafes and Restaurants","-37.81296443","2017","246-260 Bourke Street"
"636694",null,"Seats - Outdoor","Parkville","Dr Dax Kitchen","144.9612468",null,null,"50",1059,"Cafes and Restaurants","-37.79739836","2017","30 Royal Parade"
"103184",null,"Seats - Outdoor","Melbourne (CBD)","Tropicana Juice Bar","144.962548",null,null,"30",1062,"Cafes and Restaurants","-37.81354034","2017","209-213 Elizabeth Street"
"105432",null,"Seats - Indoor","East Melbourne","Cafe Lansdowne","144.9781229",null,null,"30",1068,"Cafes and Restaurants","-37.80904405","2017","23 Lansdowne Street"
"100508",null,"Seats - Outdoor","Kensington","Memphis Blues Cafe","144.9349411",null,null,"4",1094,"Takeaway Food Services","-37.79900382","2017","330-344 Arden Street"
"110339",null,"Seats - Indoor","Southbank","Alliance Catering","144.9670117",null,null,"82",1105,"Cafes and Restaurants","-37.8229657","2017","77-87 Southbank Boulevard"
"108079",null,"Seats - Indoor","Melbourne (CBD)","French Fix","144.9597543",null,null,"12",1107,"Cafes and Restaurants","-37.81355361","2017","221-231 Queen Street"
"108570",null,"Seats - Indoor","Melbourne (CBD)","Fukutontei","144.9670695",null,null,"48",1110,"Cafes and Restaurants","-37.80992238","2017","276-284 Russell Street"
"111394",null,"Seats - Indoor","Melbourne (CBD)","Neapoli Wine Bar","144.9674275",null,null,"35",1134,"Cafes and Restaurants","-37.81355434","2017","16-30 Russell Place"
"110095",null,"Seats - Outdoor","Melbourne (CBD)","Famish'd","144.9578132",null,null,"36",1179,"Cafes and Restaurants","-37.81636534","2017","555 Bourke Street"
"101106",null,"Seats - Outdoor","Melbourne (CBD)","Society Cafe","144.9723947",null,null,"20",1186,"Cafes and Restaurants","-37.81181007","2017","23-29 Bourke Street"
"105473",null,"Seats - Outdoor","Melbourne (CBD)","Cafenatics","144.957114",null,null,"8",1188,"Cafes and Restaurants","-37.81123723","2017","410-420 La Trobe Street"
"623559",null,"Seats - Outdoor","Southbank","Caffe Cino","144.9523782",null,null,"9",1196,"Cafes and Restaurants","-37.82539976","2017","2 Convention Centre Place"
"105477",null,"Seats - Indoor","Melbourne (CBD)","Charles LaTrobe Coffee Co","144.9580529",null,null,"80",1200,"Cafes and Restaurants","-37.81075363","2017","378-392 La Trobe Street"
"602997",null,"Seats - Indoor","Melbourne (CBD)","In a Rush","144.9701092",null,null,"12",1210,"Cafes and Restaurants","-37.81281453","2017","121 Exhibition Street"
"109395",null,"Seats - Indoor","Melbourne (CBD)","Ghin Khao","144.9653591",null,null,"95",1223,"Cafes and Restaurants","-37.81218452","2017","242 Swanston Street"
"105869",null,"Seats - Indoor","Melbourne (CBD)","Naked Espresso Bar","144.9610735",null,null,"18",1233,"Takeaway Food Services","-37.81359799","2017","386-392 Little Bourke Street"
"108650",null,"Seats - Outdoor","Melbourne (Remainder)","Cafe Ella","144.9803782",null,null,"40",1249,"Cafes and Restaurants","-37.84685298","2017","553 St Kilda Road"
"108115",null,"Seats - Outdoor","Melbourne (CBD)","Maha Bar & Grill","144.9625299",null,null,"20",1256,"Cafes and Restaurants","-37.81819275","2017","20-26 Queen Street"
"105707",null,"Seats - Outdoor","Melbourne (CBD)","Hawker Boys","144.9606809",null,null,"14",1270,"Cafes and Restaurants","-37.81303978","2017","399-413 Lonsdale Street"
"109418",null,"Seats - Outdoor","Melbourne (CBD)","Caboose Canteen","144.9674304",null,null,"60",1277,"Cafes and Restaurants","-37.81584777","2017","199-209 Collins Street"
"106242",null,"Seats - Indoor","Carlton","Il Gambero On The Park ","144.9668138",null,null,"221",1286,"Cafes and Restaurants","-37.803305","2017","166-168 Lygon Street"
"105704",null,"Seats - Indoor","Melbourne (CBD)","Sun Moth Canteen & Bar","144.9614648",null,null,"62",1291,"Cafes and Restaurants","-37.81291055","2017","377-381 Lonsdale Street"
"110765",null,"Seats - Outdoor","Melbourne (CBD)","Robot Sushi & Bar","144.9638971",null,null,"12",1296,"Cafes and Restaurants","-37.81719967","2017","302-308 Flinders Lane"
"599505",null,"Seats - Outdoor","Docklands","Black Cod","144.947217",null,null,"20",1326,"Cafes and Restaurants","-37.81817241","2017","744-770 Bourke Street"
"105698",null,"Seats - Indoor","Melbourne (CBD)","Earl Canteen","144.9638386",null,null,"20",1334,"Takeaway Food Services","-37.81245199","2017","269-321 Lonsdale Street"
"103921",null,"Seats - Indoor","Melbourne (CBD)","Papa Goose / Mary Fortune Cocktail Bar","144.9712228",null,null,"80",1362,"Cafes and Restaurants","-37.81543506","2017","91-93 Flinders Lane"
"109699",null,"Seats - Indoor","West Melbourne (Residential)","In Season Thai Cuisine","144.9519704",null,null,"54",1368,"Cafes and Restaurants","-37.80566937","2017","279 Victoria Street"
"105945",null,"Seats - Outdoor","Melbourne (CBD)","Brim CC","144.9549054",null,null,"6",1378,"Takeaway Food Services","-37.81802782","2017","601-611 Little Collins Street"
"105305",null,"Seats - Indoor","Melbourne (CBD)","Hanabishi Japanese Restaurant","144.9551249",null,null,"70",1382,"Cafes and Restaurants","-37.81579101","2017","187 King Street"
"103824",null,"Seats - Outdoor","North Melbourne","Avist Cafe ","144.9527053",null,null,"34",1395,"Cafes and Restaurants","-37.79844295","2017","97-103 Flemington Road"
"604124",null,"Seats - Outdoor","Docklands","Squires Loft Dockland","144.943969",null,null,"34",1400,"Cafes and Restaurants","-37.81927362","2017","816-828 Bourke Street"
"108818",null,"Seats - Indoor","Melbourne (CBD)","The Little Mule Cafe","144.9623885",null,null,"45",1408,"Cafes and Restaurants","-37.81379815","2017","19 Somerset Place"
"102063",null,"Seats - Outdoor","Melbourne (CBD)","Asian Pavillion ","144.9726281",null,null,"13",1439,"Cafes and Restaurants","-37.81430616","2017","45 Collins Street"
"111175",null,"Seats - Indoor","Southbank","Gochi","144.9586604",null,null,"40",1441,"Cafes and Restaurants","-37.82312164","2017","8 Whiteman Street"
"108582",null,"Seats - Indoor","Melbourne (CBD)","Ants Bistro","144.9679947",null,null,"70",1444,"Cafes and Restaurants","-37.81132789","2017","210-222 Russell Street"
"108982",null,"Seats - Outdoor","Melbourne (CBD)","Saki Sushi Bar","144.9731836",null,null,"14",1463,"Takeaway Food Services","-37.81260039","2017","93-101 Spring Street"
"105870",null,"Seats - Outdoor","Melbourne (CBD)","French Saloon","144.9613283",null,null,"50",1464,"Cafes and Restaurants","-37.81354346","2017","380-384 Little Bourke Street"
"101193",null,"Seats - Indoor","Melbourne (CBD)","Gekkazan","144.9632879",null,null,"10",1472,"Cafes and Restaurants","-37.81360425","2017","338-352 Bourke Street"
"103986",null,"Seats - Indoor","Melbourne (CBD)","Punthill Melbourne Northbank / Mini Bar","144.9557665",null,null,"18",1482,"Accommodation","-37.82061096","2017","556-560 Flinders Street"
"110273",null,"Seats - Outdoor","Parkville","Village Kiosk","144.9514349",null,null,"54",1488,"Takeaway Food Services","-37.78428452","2017"," Elliott Avenue"
"110606",null,"Seats - Indoor","Southbank","Pure South Dining","144.9662623",null,null,"250",1524,"Cafes and Restaurants","-37.82066923","2017","3 Southgate Avenue"
"101208",null,"Seats - Indoor","Melbourne (CBD)","Hungry Jack's","144.9677867",null,null,"130",1547,"Cafes and Restaurants","-37.81264684","2017","180-182 Bourke Street"
"103950",null,"Seats - Indoor","Melbourne (CBD)","Pronto On Flinders","144.9632258",null,null,"60",1548,"Cafes and Restaurants","-37.81784765","2017","335-339 Flinders Lane"
"105727",null,"Seats - Outdoor","Melbourne (CBD)","Lua Bakery","144.9564217",null,null,"9",1553,"Cafes and Restaurants","-37.81365662","2017","528-538 Lonsdale Street"
"108627",null,"Seats - Indoor","Melbourne (Remainder)","The Cupcake Queens","144.9770428",null,null,"6",1597,"Takeaway Food Services","-37.83774553","2017","415-421 St Kilda Road"
"561680",null,"Seats - Outdoor","Melbourne (CBD)","Cafe 555","144.9528962",null,null,"15",1599,"Cafes and Restaurants","-37.81327283","2017","555 La Trobe Street"
"102141",null,"Seats - Outdoor","Melbourne (CBD)","Caffe Duomo","144.9645574",null,null,"29",1617,"Cafes and Restaurants","-37.81567229","2017","280-292 Collins Street"
"108645",null,"Seats - Indoor","Melbourne (Remainder)","Locale Coffee","144.9793123",null,null,"4",1634,"Takeaway Food Services","-37.84459479","2017","517 St Kilda Road"
"101613",null,"Seats - Indoor","Carlton","Clyde Hotel","144.9657541",null,null,"70",1648,"Pubs, Taverns and Bars","-37.79725532","2017","377-391 Cardigan Street"
"104003",null,"Seats - Indoor","Melbourne (CBD)","Anchor Espresso","144.9627098",null,null,"30",1670,"Cafes and Restaurants","-37.81858716","2017","2-8 Queen Street"
"103524",null,"Seats - Outdoor","North Melbourne","Crumbs Organic Bakehouse","144.9496466",null,null,"4",1691,"Takeaway Food Services","-37.80471334","2017","16-18 Errol Street"
"110655",null,"Seats - Outdoor","Melbourne (CBD)","Riverland Bar","144.9689349",null,null,"220",1708,"Cafes and Restaurants","-37.81865919","2017","1-19 Princes Walk"
"104084",null,"Seats - Indoor","Melbourne (CBD)","Andrews Hamburger","144.9595755",null,null,"60",1716,"Cafes and Restaurants","-37.80904835","2017","151-165 Franklin Street"
"584059",null,"Seats - Indoor","Docklands","Docklands Lotus Restaurant","144.9436836",null,null,"125",1724,"Cafes and Restaurants","-37.81389091","2017","2-16 Newquay Promenade"
"105960",null,"Seats - Indoor","Melbourne (CBD)","New Guernica","144.9640121",null,null,"120",1740,"Pubs, Taverns and Bars","-37.81488174","2017","318-322 Little Collins Street"
"105746",null,"Seats - Indoor","Melbourne (CBD)","Ajisen Ramen","144.9630189",null,null,"96",1761,"Cafes and Restaurants","-37.81073331","2017","183-265 La Trobe Street"
"103923",null,"Seats - Indoor","Melbourne (CBD)","Cafe Kinetic","144.9709643",null,null,"100",1840,"Cafes and Restaurants","-37.81556733","2017","103-105 Flinders Lane"
"108646",null,"Seats - Indoor","Melbourne (Remainder)","Burger Edge","144.9798191",null,null,"8",1847,"Takeaway Food Services","-37.8455379","2017","519-539 St Kilda Road"
"105938",null,"Seats - Outdoor","Melbourne (CBD)","Two Fish Seafood Cafe","144.95955",null,null,"14",1848,"Cafes and Restaurants","-37.81660734","2017","457-469 Little Collins Street"
"103942",null,"Seats - Outdoor","Melbourne (CBD)","The Journal Canteen/Oskars Kitchen","144.9659028",null,null,"35",1879,"Cafes and Restaurants","-37.81706291","2017","253-265 Flinders Lane"
"601810",null,"Seats - Indoor","Docklands","James Squire","144.9390269",null,null,"138",1880,"Cafes and Restaurants","-37.81517782","2017","439-441 Docklands Drive"
"576024",null,"Seats - Outdoor","Docklands","The Nixon Hotel","144.9479753",null,null,"16",1895,"Pubs, Taverns and Bars","-37.81925128","2017","747-757 Bourke Street"
"623559",null,"Seats - Indoor","Southbank","Melbourne Public","144.9523782",null,null,"350",1972,"Cafes and Restaurants","-37.82539976","2017","2 Convention Centre Place"
