geography_name, rai_cityadjusted_total_2017_q1, rai_cityadjusted_total_2018_q4, rai_cityadjusted_total_2018_q3, rai_cityadjusted_total_2020_q1, rai_cityadjusted_total_2019_q4, rai_cityadjusted_total_2020_q3, rai_cityadjusted_total_2020_q2, rai_cityadjusted_total_2020_q4, city, unique_id, rai_cityadjusted_total_2019_q3, rai_cityadjusted_total_2017_q4, rai_cityadjusted_total_2019_q2, rai_cityadjusted_total_2017_q3, rai_cityadjusted_total_2019_q1, rai_cityadjusted_total_2017_q2, rai_cityadjusted_total_2018_q1, rai_cityadjusted_total_2018_q2, rai_cityadjusted_total_2021_q2, rai_cityadjusted_total_2021_q1
"3787",null,null,null,null,null,null,null,null,"Greater Melbourne",1842,null,null,null,null,null,null,null,null,null,null
"3788",null,null,null,null,null,null,null,null,"Greater Melbourne",1843,null,null,null,null,128.2051,null,null,null,null,null
"3789",null,null,null,null,null,null,null,null,"Greater Melbourne",1844,null,null,null,null,null,null,null,null,null,null
"3792",null,null,null,null,null,null,null,null,"Greater Melbourne",1846,null,null,null,null,null,null,null,null,null,null
"3791",null,null,null,null,null,null,null,null,"Greater Melbourne",1845,null,null,null,null,null,null,null,null,null,null
"3793",123.6264,123.6264,null,140.5325,130.4945,null,null,null,"Greater Melbourne",1847,null,120.7513,144.2308,129.8077,125.8741,131.4508,null,null,null,null
"3795",null,null,null,null,null,null,null,null,"Greater Melbourne",1848,null,null,null,null,null,null,null,null,null,null
"3796",146.2622,152.7149,142.255,137.881,150.1581,144.2308,136.1682,137.3626,"Greater Melbourne",1849,142.3576,157.3427,137.0192,134.8651,129.8077,134.8651,144.2308,136.6397,158.0611,198.939
"3797",167.4938,162.2596,152.7149,128.9593,null,null,154.3879,155.9252,"Greater Melbourne",1850,null,null,137.0192,150.5017,123.6264,173.0769,164.8352,null,null,null
"3799",111.6625,110.2941,125.0,117.0569,110.6428,122.3776,112.1795,106.2753,"Rest of Vic.",1851,107.1429,120.9677,107.1429,120.9677,107.1429,125.0,113.6364,117.1875,106.567,115.3846
"3800",null,null,null,null,null,null,null,null,"Greater Melbourne",1852,null,null,null,null,null,null,null,null,null,null
"3809",133.995,136.6397,134.8651,140.5325,144.2308,146.9868,137.0192,147.929,"Greater Melbourne",1860,144.2308,133.1361,144.2308,140.3326,134.8651,138.4615,133.1361,133.1361,140.7129,146.0565
"3802",138.4615,133.1361,136.6397,137.0192,144.2308,146.9868,133.6773,147.929,"Greater Melbourne",1853,140.5325,133.1361,140.5325,133.995,129.8077,140.3326,139.204,133.1361,144.2308,147.929
"3803",148.3516,141.2873,136.6397,146.1538,152.2436,155.9252,142.3576,151.8219,"Greater Melbourne",1854,148.1289,148.3516,148.1289,144.2308,138.4615,144.2308,136.6397,139.3908,147.929,144.2308
"3804",null,null,null,113.0056,null,null,null,null,"Greater Melbourne",1855,null,null,null,null,91.09312,null,null,null,null,null
"3805",144.2308,140.3326,136.6397,144.2308,140.5325,151.8219,144.2308,149.6558,"Greater Melbourne",1856,144.2308,138.4615,143.2881,136.6397,136.6397,140.3326,138.4615,139.3908,144.2308,146.0565
"3806",129.8077,126.6417,129.8077,133.6773,133.6773,140.7129,137.0192,144.2308,"Greater Melbourne",1857,137.0192,129.8077,137.0192,129.8077,129.8077,129.8077,129.8077,126.6417,133.3926,137.3626
"3807",123.6264,133.1361,126.6417,137.0192,138.7537,167.2241,138.7537,153.8462,"Greater Melbourne",1858,138.7537,135.7466,137.0192,123.6264,134.8651,123.6264,136.6397,130.6241,143.3349,140.7129
"3808",null,null,null,null,null,null,null,null,"Greater Melbourne",1859,null,null,null,null,null,null,null,null,null,null
"3810",152.7149,148.3516,148.3516,156.5934,156.5934,164.8352,156.5934,160.2564,"Greater Melbourne",1861,156.5934,148.3516,156.5934,148.3516,148.3516,148.3516,148.3516,148.3516,155.9252,160.2564
"3812",null,null,null,null,null,null,null,null,"Greater Melbourne",1862,null,null,null,null,null,null,null,null,null,null
"3813",null,null,null,null,null,null,null,null,"Greater Melbourne",1863,null,null,null,null,null,null,null,null,null,null
"3814",null,null,null,null,null,null,null,null,"Greater Melbourne",1864,null,null,null,null,null,null,null,null,null,null
"3815",null,null,148.3516,null,null,162.5135,156.5934,null,"Greater Melbourne",1865,null,null,null,null,null,null,148.3516,null,null,null
"3816",null,111.9403,null,112.1795,110.6428,122.3776,122.3776,118.7783,"Rest of Vic.",1866,113.6364,115.3846,113.6364,120.9677,108.6957,null,null,118.1102,106.2753,113.7595
"3818",108.1731,107.1429,109.4891,115.3846,122.3776,115.3846,115.3846,110.6428,"Rest of Vic.",1867,107.1429,113.6364,107.1429,110.2941,110.2941,114.5038,110.2941,107.9137,106.2753,106.2753
"3913",null,null,136.6397,138.7537,null,null,null,null,"Greater Melbourne",1922,null,null,121.7949,133.1361,null,null,null,129.8077,null,null
"3910",150.5017,144.2308,144.2308,142.3576,152.2436,149.8501,152.2436,152.8273,"Greater Melbourne",1919,152.2436,148.3516,152.2436,152.7149,144.2308,157.3427,148.3516,148.3516,152.8273,160.2564
"3915",161.0018,146.2622,146.2622,140.5325,152.2436,164.8352,156.5934,155.9252,"Greater Melbourne",1923,156.5934,152.7149,154.3879,150.5017,148.3516,162.2596,152.7149,148.3516,151.8219,151.8219
"3833",null,null,null,null,null,null,null,null,"Rest of Vic.",1876,null,null,null,null,null,null,null,null,null,null
