geography_name, rai_cityadjusted_total_2017_q1, rai_cityadjusted_total_2018_q4, rai_cityadjusted_total_2018_q3, rai_cityadjusted_total_2020_q1, rai_cityadjusted_total_2019_q4, rai_cityadjusted_total_2020_q3, rai_cityadjusted_total_2020_q2, rai_cityadjusted_total_2020_q4, city, unique_id, rai_cityadjusted_total_2019_q3, rai_cityadjusted_total_2017_q4, rai_cityadjusted_total_2019_q2, rai_cityadjusted_total_2017_q3, rai_cityadjusted_total_2019_q1, rai_cityadjusted_total_2017_q2, rai_cityadjusted_total_2018_q1, rai_cityadjusted_total_2018_q2, rai_cityadjusted_total_2021_q2, rai_cityadjusted_total_2021_q1
"3106",97.05248,88.00522,88.00522,99.65035,95.31773,96.15385,99.65035,95.35919,"Greater Melbourne",1403,108.5301,97.96807,98.7526,99.85207,89.52255,104.8951,98.9011,92.71978,110.4159,116.5501
"3102",103.8462,103.1899,97.96807,103.4107,99.65035,113.1222,92.11377,118.3432,"Greater Melbourne",1399,104.8951,103.8462,105.9086,115.3846,97.96807,101.81,89.52255,103.8462,126.7963,115.3846
"3103",121.4575,102.818,105.9655,109.6154,99.65035,115.3846,114.1827,120.1923,"Greater Melbourne",1400,110.7226,104.368,110.7226,115.3846,103.3295,108.7394,106.5089,104.8951,128.2051,128.2051
"3107",110.4746,101.81,108.1731,103.4107,111.2847,115.3846,105.8064,110.9467,"Greater Melbourne",1404,109.6154,103.8462,110.1662,112.8763,99.85207,105.9655,107.0579,101.81,107.8361,115.3846
"3108",115.3846,108.1731,112.8763,117.487,114.1827,128.2051,121.7949,120.8216,"Greater Melbourne",1405,114.1827,114.1167,113.0056,115.3846,110.4746,112.8431,108.1731,108.1731,134.1682,131.1189
"3109",108.1731,103.8462,108.1731,109.6154,109.6154,122.7496,111.8524,116.5501,"Greater Melbourne",1406,111.2847,108.1731,109.6154,110.4746,103.8462,115.3846,109.3117,106.5089,124.0695,120.8216
"3104",86.53846,90.301,89.91009,86.31133,90.59123,94.19152,89.84868,96.96186,"Greater Melbourne",1401,99.65035,91.49441,99.65035,93.55509,89.52255,99.85207,92.30769,95.2717,101.2146,98.61933
"3105",115.3846,109.3117,104.368,114.1827,114.1827,117.1417,121.7949,122.7496,"Greater Melbourne",1402,121.7949,115.3846,121.7949,115.3846,110.4746,105.9655,115.3846,114.7471,120.1923,109.8901
"3114",null,null,null,null,null,null,null,null,"Greater Melbourne",1409,null,null,null,null,null,null,null,null,null,null
"3115",null,null,null,null,109.6154,null,null,null,"Greater Melbourne",1410,null,null,null,null,null,null,null,null,null,null
"3116",123.6264,115.3846,125.1158,121.7949,121.7949,125.4181,121.7949,125.4181,"Greater Melbourne",1411,119.1472,115.3846,125.9947,123.6264,115.3846,129.8077,124.3667,120.7513,118.9532,122.7496
"3121",101.81,97.96807,101.81,101.4957,100.5646,116.0811,109.6154,121.4575,"Greater Melbourne",1412,109.6154,103.8462,103.4107,98.9011,97.96807,103.8462,97.96807,103.8462,128.2051,124.0695
"3122",148.3516,120.7513,129.8077,137.0192,127.4597,146.0565,130.4945,147.929,"Greater Melbourne",1413,130.4945,126.6417,130.4945,139.3908,138.4615,129.8077,137.5446,125.1158,164.8352,160.2564
"3123",126.6417,116.0292,119.3634,123.1634,119.1472,137.3626,125.9947,144.2308,"Greater Melbourne",1414,121.7949,120.7513,119.7982,123.6264,118.6813,123.6264,123.6264,118.007,147.929,144.2308
"3124",109.3117,94.40559,98.9011,104.3956,105.3994,120.1923,101.4957,111.4827,"Greater Melbourne",1415,103.4107,99.85207,99.65035,99.85207,103.8462,109.3117,104.8951,96.15385,123.406,120.1923
"3126",78.37446,74.17582,87.26568,84.31953,84.31953,95.75487,97.87088,76.92308,"Greater Melbourne",1417,92.89439,86.53846,70.26627,86.53846,77.20904,89.52255,86.53846,83.7469,112.0239,82.41758
"3125",207.6923,129.8077,136.6397,188.992,130.4945,146.0565,137.0192,140.7129,"Greater Melbourne",1416,137.0192,135.7466,125.2747,131.4508,180.2509,124.3667,199.7041,110.4746,134.1682,144.2308
"3131",129.8077,123.6264,125.1158,128.2051,130.4945,140.7129,130.4945,137.3626,"Greater Melbourne",1422,130.4945,126.6417,127.4597,129.8077,123.6264,129.8077,124.3667,125.1158,131.8681,137.3626
"3132",133.1361,123.6264,119.3634,127.4597,130.4945,129.6456,129.7223,135.7466,"Greater Melbourne",1423,133.6773,125.1158,130.4945,122.8949,120.7513,129.8077,125.1158,120.7513,128.2051,141.5762
"3133",112.8763,108.7394,112.8763,109.6154,114.1827,116.5501,114.1827,113.1222,"Greater Melbourne",1424,119.1472,115.3846,116.6121,104.8951,108.7394,115.3846,110.4746,107.0579,120.1923,120.1923
"3134",134.8651,129.8109,129.8077,137.0192,130.4945,139.8601,133.6773,144.2308,"Greater Melbourne",1425,133.6773,131.4508,133.6773,137.5446,129.8077,134.8651,134.8651,129.8077,144.2308,144.2308
"3135",136.6397,129.8077,129.8077,130.4945,132.8671,137.3626,133.6773,131.1189,"Greater Melbourne",1426,137.0192,133.1361,142.3576,133.1361,132.2881,136.6397,131.4508,129.8077,139.0176,137.3626
"3136",136.6397,126.6108,126.6417,127.4597,130.4945,135.7466,134.4974,135.7466,"Greater Melbourne",1427,133.6773,129.8077,133.6773,131.4508,129.8077,135.7466,129.8077,129.8077,128.2051,134.1682
"3127",115.3846,107.6126,104.8951,109.6154,105.3994,120.1923,116.6121,121.4575,"Greater Melbourne",1418,114.1827,112.8763,114.1827,115.3846,107.0579,112.2661,103.8462,108.1731,121.4575,127.4968
"3140",144.2308,133.1361,136.6397,137.0192,144.2308,147.929,147.1347,147.929,"Greater Melbourne",1431,140.5325,145.2394,144.2308,140.3326,134.8651,138.4615,144.2308,134.8651,140.7129,147.929
"3128",144.2308,118.007,120.7513,125.9947,121.7949,144.2308,133.6773,146.0565,"Greater Melbourne",1419,121.7949,123.6264,121.7949,129.8077,123.6264,133.1361,120.7513,125.8741,151.8219,147.5507
"3143",123.6264,108.1731,110.4746,109.07,102.9252,122.7496,111.2847,126.7963,"Greater Melbourne",1434,114.1827,98.9011,117.2357,114.1167,108.1731,115.3846,112.8763,107.6126,136.5498,137.3626
"3129",115.3846,112.8763,114.1167,111.8524,119.1472,126.7963,119.1472,122.7496,"Greater Melbourne",1420,114.1827,115.3846,111.8524,114.1167,111.6625,120.0534,115.1288,110.4746,128.2051,121.4575
"3130",129.0014,115.3846,120.7513,127.4597,121.7949,137.3626,127.4597,134.1682,"Greater Melbourne",1421,124.5629,123.6264,121.8165,120.0534,115.3846,125.1158,118.007,123.6264,135.7466,140.7129
"3137",134.8651,128.2051,133.1361,124.5629,132.0667,137.3626,130.4945,140.7129,"Greater Melbourne",1428,137.0192,133.1361,130.4945,133.1361,133.1361,136.6397,129.8077,127.4186,137.3626,130.3781
"3138",131.4508,129.8077,126.6417,135.3276,137.0192,140.7129,133.6773,137.3626,"Greater Melbourne",1429,136.1682,129.8077,133.6773,131.4508,129.8077,131.4508,129.8077,133.1361,132.626,137.3626
"3139",146.2622,133.1361,140.3326,133.6773,142.3576,153.8462,137.0192,144.2308,"Greater Melbourne",1430,144.2308,136.6397,144.2308,152.7149,138.4615,150.5017,144.2308,138.4615,null,144.2308
"3148",107.0579,104.8951,111.0654,113.0056,109.6154,128.2051,125.9947,128.2279,"Greater Melbourne",1439,121.7949,115.3846,119.1472,115.3846,108.1731,123.6264,106.5089,122.1719,128.2051,128.2051
"3141",115.3846,109.3117,110.4746,120.4565,109.6154,131.1189,121.7949,137.3626,"Greater Melbourne",1432,109.6154,115.3846,109.6154,111.6625,108.1731,111.6625,109.3117,110.4746,146.0565,144.2308
"3142",104.8951,98.9011,103.8462,101.4957,97.4359,110.9467,105.3994,115.3846,"Greater Melbourne",1433,109.6154,103.8462,109.6154,103.8462,100.8215,104.473,104.8951,104.8951,125.4181,115.3846
"3144",112.8763,112.8763,104.8951,111.2847,112.426,116.5501,121.7949,126.7963,"Greater Melbourne",1435,121.7949,115.3846,109.6154,111.6625,98.43237,120.7513,103.8462,110.4746,140.7129,131.1189
"3149",105.9655,100.8215,108.1731,103.4107,105.3994,117.7394,115.3846,120.1923,"Greater Melbourne",1440,109.6154,110.4746,109.6154,112.8763,101.81,108.1731,103.8462,108.1731,115.3846,113.1222
"3150",108.1731,103.8462,103.8462,106.9418,106.4227,117.7394,109.6154,116.5501,"Greater Melbourne",1441,109.6154,108.1731,109.6154,107.0579,100.8215,108.1731,103.8462,107.0579,120.1923,117.7394
"3145",151.6002,111.1843,131.4508,152.2436,127.4597,151.8219,130.4945,143.3349,"Greater Melbourne",1436,137.0192,122.1719,116.6121,145.2394,129.5583,125.1158,162.2596,115.3846,151.8219,149.8501
"3146",115.3846,105.9655,111.6625,117.866,110.7226,126.7963,121.7949,128.2051,"Greater Melbourne",1437,111.8524,110.4746,114.1827,112.8763,112.0239,119.3634,112.8763,107.0579,144.2308,128.2051
"3151",123.6264,112.8763,119.3634,119.1472,123.1634,133.3926,137.0192,131.1189,"Greater Melbourne",1442,114.1827,115.3846,116.6121,115.2566,115.3846,115.3846,118.007,109.8901,140.7129,131.1189
"3147",104.368,92.71978,110.4746,99.65035,107.4661,110.9467,109.6154,106.3825,"Greater Melbourne",1438,103.9008,101.81,101.028,99.37431,95.2717,103.8462,100.8215,103.8462,118.9532,110.9467
"3152",123.6264,112.8763,115.3846,121.7949,119.1472,128.2051,123.1634,128.2051,"Greater Melbourne",1443,123.1634,118.007,122.4753,115.3846,118.007,118.007,118.007,115.3846,128.2051,128.2051
"3153",140.3326,133.1361,132.2881,140.5325,138.7537,147.929,144.2308,144.2308,"Greater Melbourne",1444,140.5325,136.6397,140.8938,136.6397,134.8651,140.3326,136.6397,136.6397,142.4501,140.7129
"3154",null,null,148.3516,null,null,null,null,null,"Greater Melbourne",1445,null,null,140.5325,null,null,null,null,131.4508,null,null
"3161",115.513,107.6126,112.8763,109.6154,114.1827,128.2051,119.1472,144.2308,"Greater Melbourne",1451,114.7805,115.3846,110.7226,120.0534,105.9655,118.007,112.8763,106.5089,147.929,147.929
"3155",144.2308,136.6397,133.1361,137.0192,138.0546,146.0565,140.5325,147.929,"Greater Melbourne",1446,140.5325,136.6397,143.2881,136.6397,133.1361,144.2308,133.1361,136.6397,144.2308,144.2308
"3156",130.6241,126.6417,125.1158,130.4945,130.4945,137.3626,131.2759,136.5498,"Greater Melbourne",1447,130.4945,131.4508,137.0192,129.8077,129.9702,133.1361,129.8077,128.2051,134.1682,139.8601
"3158",130.6241,120.7513,123.6264,124.5629,121.7949,108.8534,128.2051,null,"Greater Melbourne",1448,134.4974,118.007,131.2759,123.6264,130.6241,128.2051,126.6417,118.007,137.3626,118.9532
"3159",null,null,136.6397,null,null,null,null,null,"Greater Melbourne",1449,null,null,null,null,null,null,null,null,null,null
"3162",108.1731,99.85207,110.4746,107.4661,107.4661,117.1417,109.8351,120.1923,"Greater Melbourne",1452,99.65035,104.8951,115.3846,105.9655,103.8462,112.2661,101.81,102.818,121.4575,118.3432
"3160",131.4508,114.7471,110.4746,127.4597,123.1634,null,115.3858,128.2051,"Greater Melbourne",1450,124.5629,115.3846,137.0192,134.8651,126.6417,129.8077,127.4186,122.1719,122.7496,106.8376
"3163",126.6417,120.7513,123.6264,124.5629,128.9593,144.2308,130.4945,144.2308,"Greater Melbourne",1453,130.4945,129.8077,133.6773,129.8077,120.7513,133.1361,123.6264,125.1158,147.929,144.2308
"3165",108.1731,92.71978,94.40559,103.4107,99.65035,113.1222,99.65035,113.1222,"Greater Melbourne",1454,100.5646,98.43237,101.4957,105.9655,99.85207,103.8462,104.8951,97.05248,110.9467,111.4827
"3166",120.7513,120.7513,123.6264,119.1472,119.1472,131.1189,121.7949,134.1682,"Greater Melbourne",1455,124.5629,120.7513,121.7949,120.7513,112.8763,123.6264,115.3846,120.0534,144.2308,135.7466
"3167",125.1158,108.1731,119.3634,114.1827,116.6121,129.6456,127.4597,137.3626,"Greater Melbourne",1456,130.4945,118.007,121.7949,114.1167,120.7513,120.7513,111.6625,115.3846,121.4575,128.2051
"3168",142.255,133.1361,133.1361,137.0192,137.0192,144.2308,138.7537,147.929,"Greater Melbourne",1457,137.0192,136.6397,134.3326,136.6397,133.1361,133.1361,136.6397,136.6397,153.8462,151.8219
"3169",136.6397,129.8077,129.8077,128.9593,124.5629,144.2308,132.0667,144.2308,"Greater Melbourne",1458,130.4945,133.1361,130.4945,133.1361,115.3846,136.6397,129.8077,133.1361,145.1379,144.2308
"3170",120.7513,110.4746,115.3846,121.7949,116.6121,134.1682,119.1472,134.1682,"Greater Melbourne",1459,119.1472,117.3403,116.6121,118.007,112.2661,122.1719,115.3846,113.4931,125.4181,125.4181
"3171",140.3326,136.6397,133.1361,140.5325,146.1538,151.8219,139.8155,155.9252,"Greater Melbourne",1460,143.2881,144.2308,148.1289,138.4615,136.6397,148.3516,140.3326,136.6397,148.8834,151.8219
"3173",118.007,111.6625,110.4746,114.1827,119.1472,122.7496,119.1472,128.2051,"Greater Melbourne",1462,114.1827,115.3846,116.6121,115.3846,108.1731,120.7513,115.3846,113.4931,128.2051,128.2051
"3172",133.1361,129.8077,138.4615,137.0192,137.0192,140.7129,140.5325,147.929,"Greater Melbourne",1461,133.6773,136.6397,144.2308,123.6264,128.2051,136.6397,129.8077,126.6417,138.1852,143.5132
"3187",79.88166,69.23077,76.92308,68.50962,71.41067,84.84163,79.43144,87.08273,"Greater Melbourne",1475,80.59955,69.27695,81.80253,80.50089,74.17582,73.13109,80.50089,74.70946,77.96258,76.92308
"3174",157.3427,148.3516,148.3516,156.5934,152.2436,163.4343,154.6034,160.2564,"Greater Melbourne",1463,152.2436,152.7149,152.2436,150.5017,148.3516,152.7149,152.7149,148.3516,164.8352,164.8352
"3175",167.4938,157.3427,157.3427,161.1991,168.6391,174.8252,168.6391,180.2885,"Greater Melbourne",1464,166.0839,162.2596,163.6051,162.2596,162.2596,167.4938,157.3427,157.3427,174.8252,174.8252
"3177",164.8352,156.1596,154.9943,161.1991,166.0839,174.8252,161.1991,177.5148,"Greater Melbourne",1465,166.0839,162.2596,161.1991,157.3427,157.3427,157.3427,164.8352,157.3427,167.2241,169.6833
"3178",115.3846,115.3846,115.3846,116.6121,121.7949,125.4181,121.7949,122.7496,"Greater Melbourne",1466,124.5629,115.3846,124.5629,118.007,115.3846,120.7513,118.007,115.3846,122.7496,122.7496
"3179",127.4186,130.6241,120.0534,133.6773,133.6773,129.6456,128.9593,137.3626,"Greater Melbourne",1467,125.9947,129.8077,137.0192,126.6417,123.6264,123.6264,129.8077,120.7513,137.3626,131.1189
"3180",126.6417,124.3667,118.007,127.4597,127.4597,128.2051,130.4945,135.7466,"Greater Melbourne",1468,130.4945,120.7513,130.4945,123.6264,115.3846,125.1158,123.6264,125.8741,128.2051,132.626
"3181",134.8651,115.3846,118.007,127.4597,115.3846,128.2051,125.2747,134.1682,"Greater Melbourne",1469,120.4565,110.4746,121.7949,118.007,128.2051,118.007,129.8077,110.4746,146.0565,144.2308
"3182",126.6417,123.6264,123.6264,127.4597,126.723,144.2308,137.0192,146.0565,"Greater Melbourne",1470,127.4597,123.6264,127.4597,126.6417,120.7513,123.6264,126.6417,123.6264,155.9252,153.8462
"3183",129.8077,120.7513,126.6417,128.9593,125.9947,146.0565,138.7537,144.2308,"Greater Melbourne",1471,133.6773,126.6417,130.4945,129.8077,120.7513,131.4508,129.8077,129.8077,155.9252,149.8501
"3184",123.6264,115.3846,118.007,119.7982,121.7949,135.7466,128.9593,135.7466,"Greater Melbourne",1472,121.7949,118.007,120.4565,125.1158,112.8763,123.6264,115.3846,120.7513,136.5498,136.8738
"3185",118.007,126.6417,120.7513,125.9947,124.5629,128.2051,117.2357,134.1682,"Greater Melbourne",1473,128.9593,124.3667,124.5629,129.8077,115.3846,123.6264,123.6264,115.3846,140.7129,128.2051
"3186",79.88166,86.53846,76.63923,73.07692,87.69231,79.03056,84.31953,91.57509,"Greater Melbourne",1474,78.85999,79.88166,83.35771,79.88166,77.49713,83.7469,78.67133,84.42777,88.7574,83.01051
"3191",107.0579,105.9655,105.4276,93.68836,109.6154,110.4159,109.6154,115.3846,"Greater Melbourne",1479,116.6121,105.4276,111.8524,106.5089,99.85207,115.3846,108.1731,107.6126,117.7394,115.3846
"3192",115.3846,115.3846,115.3846,111.8524,119.1472,122.1001,119.1472,131.1189,"Greater Melbourne",1480,119.1472,120.7513,119.1472,115.3846,111.6625,120.7513,118.007,112.8763,130.3781,128.2051
"3194",133.1361,129.8077,128.2051,130.4945,132.0667,144.2308,137.0192,144.2308,"Greater Melbourne",1482,128.9593,130.133,137.0192,131.4508,129.8077,133.1361,120.7513,122.1719,147.929,140.7129
"3195",116.6811,109.3117,115.3846,114.1827,116.6121,122.7496,116.6121,125.4181,"Greater Melbourne",1483,119.1472,129.0014,121.7949,115.3846,115.3846,123.6264,118.007,115.3846,120.8216,120.1923
"3200",167.4938,159.7633,161.0018,166.0839,163.6051,174.8252,168.6391,169.6833,"Greater Melbourne",1488,166.0839,157.3427,166.0839,162.2596,157.3427,164.8352,157.3427,157.3427,169.6833,164.8352
"3196",129.8077,123.6264,123.6264,124.5629,135.3276,134.1682,128.9593,134.1682,"Greater Melbourne",1484,133.6773,129.8077,130.4945,129.8077,123.6264,129.8077,123.6264,123.6264,135.7466,134.1682
"3197",123.6264,115.3846,115.3846,124.5629,124.5629,121.4575,124.5629,131.1189,"Greater Melbourne",1485,121.7949,126.6417,121.7949,120.7513,110.4746,120.0534,120.7513,115.3846,122.7496,122.7496
"3201",148.3516,140.3326,140.3326,144.2308,148.1289,155.9252,147.1347,151.8219,"Greater Melbourne",1489,148.1289,142.255,146.1538,140.3326,140.3326,148.3516,138.4615,140.3326,146.0565,147.929
"3198",144.2308,136.6397,137.5446,140.5325,140.5325,142.4501,142.3576,144.2308,"Greater Melbourne",1486,146.1538,140.3326,148.1289,148.3516,136.6397,142.255,140.3326,136.6397,137.3626,146.0565
"3202",129.9702,88.00522,135.7466,89.84868,97.87088,103.9501,104.8951,97.78357,"Greater Melbourne",1490,99.65035,103.8462,120.4565,103.8462,112.8763,115.3846,125.1158,100.8215,137.3626,108.8534
"3199",152.7149,146.2622,148.3516,154.3879,152.2436,160.2564,152.2436,155.9252,"Greater Melbourne",1487,152.2436,146.2622,156.5934,148.3516,148.5639,152.7149,148.3516,144.2308,151.8219,160.2564
"3204",112.8763,107.0579,108.1731,114.1827,111.2847,121.4575,119.1472,120.1923,"Greater Melbourne",1491,109.6154,110.4746,109.6154,115.3846,104.8951,108.6257,110.4746,105.9655,128.2051,120.1923
"3205",101.81,98.9011,99.85207,101.4957,101.028,128.2051,109.6154,132.626,"Greater Melbourne",1492,102.9252,97.96807,101.028,103.8462,94.40559,97.05248,99.37431,97.96807,137.3626,137.3626
"3206",76.35747,79.88166,75.25084,76.12179,78.2967,92.67841,84.31953,88.7574,"Greater Melbourne",1493,80.01123,78.67133,75.07903,79.88166,78.37446,74.17582,71.1275,74.17582,87.41259,88.7574
"3207",89.52255,85.1198,86.53846,85.63702,86.99634,101.2146,99.65035,96.96186,"Greater Melbourne",1494,85.63702,83.7469,88.04449,94.40559,86.53846,89.52255,83.7469,81.76863,96.15385,97.78357
"3211",null,null,null,null,null,null,null,null,"Greater Melbourne",1495,null,null,null,null,null,null,null,null,null,null
"3212",98.19967,96.15385,96.15385,100.9615,100.9615,100.9615,100.9615,100.9615,"Rest of Vic.",1496,96.15385,100.0,93.75,104.8951,96.15385,104.1667,96.15385,98.68421,91.78322,98.49906
"3226",91.09312,87.2093,91.46341,93.91771,93.91771,92.30769,100.9615,85.92471,"Rest of Vic.",1509,89.28571,92.59259,83.33333,95.5414,87.2093,96.15385,93.75,93.75,80.76923,76.19739
"3221",null,null,null,null,null,null,null,null,"Rest of Vic.",1504,null,null,null,null,null,null,null,null,null,null
"3222",98.19967,97.4026,100.0,104.8951,103.5503,104.8951,106.2753,100.9615,"Rest of Vic.",1505,96.15385,100.0,96.15385,105.6338,96.15385,107.1429,100.0,100.0,96.15385,100.9615
"3223",115.3846,113.6364,110.2941,112.1795,109.1476,109.1476,112.1795,106.2753,"Rest of Vic.",1506,108.6957,117.1875,110.2941,125.0,113.6364,120.9677,115.3846,119.0476,104.8951,107.6923
"3227",82.41758,89.28571,89.28571,86.84864,89.74359,80.76923,85.47009,76.92308,"Rest of Vic.",1510,89.28571,83.33333,84.26966,83.79888,75.0,87.2093,87.2093,86.2069,76.19739,62.13018
"3224",98.9011,96.77419,98.68421,103.5503,105.5545,103.5503,103.5503,103.5503,"Rest of Vic.",1507,94.93671,102.7397,96.15385,102.0408,96.15385,101.3514,101.3514,98.68421,96.15385,100.9615
"3225",91.09312,94.93671,91.46341,100.9615,97.31233,92.8382,89.74359,89.74359,"Rest of Vic.",1508,89.28571,98.68421,85.22727,105.6338,91.46341,104.1667,94.93671,107.1429,80.76923,80.76923
"3335",120.7513,129.8077,129.8077,144.2308,144.2308,151.8219,144.2308,149.8501,"Greater Melbourne",1581,144.2308,119.3634,144.2308,122.1719,133.1361,126.6417,129.8077,142.255,155.9252,153.8462
"3337",167.4938,157.3427,157.3427,166.0839,163.6051,174.8252,166.0839,174.8252,"Greater Melbourne",1582,161.1991,162.2596,166.0839,162.2596,152.7149,167.4938,157.3427,157.3427,170.9402,174.8252
"3338",162.2596,152.7149,152.7149,156.5934,156.5934,162.5135,156.5934,164.8352,"Greater Melbourne",1583,161.1991,157.3427,161.1991,162.2596,152.7149,162.2596,157.8209,157.3427,164.3655,164.8352
"3340",108.1731,104.8951,107.1429,112.1795,110.6428,109.1476,112.1795,108.4151,"Rest of Vic.",1584,104.1667,110.2941,104.1667,110.2941,106.383,113.6364,107.9137,110.2941,102.2395,103.5503
"3341",null,null,null,null,null,null,null,null,"Rest of Vic.",1585,null,null,null,null,null,null,null,null,null,null
"3442",88.7574,75.0,93.75,85.92471,87.31809,80.76923,96.72962,81.17511,"Rest of Vic.",1642,83.33333,84.26966,78.94737,89.28571,85.22727,104.8951,89.28571,93.75,77.66272,80.76923
"3427",157.3427,129.8077,129.8077,133.6773,132.0667,144.2308,140.5325,134.1682,"Greater Melbourne",1630,144.2308,148.3516,142.3576,149.4189,133.1361,148.3516,138.4615,136.6397,140.7129,140.7129
"3428",null,null,null,null,null,null,null,null,"Greater Melbourne",1631,null,null,null,null,null,null,null,null,null,null
"3429",149.4189,136.6397,140.3326,148.1289,144.2308,155.9252,148.1289,151.8219,"Greater Melbourne",1632,148.1289,142.255,144.2308,147.2995,136.6397,148.3516,144.2308,140.3326,147.929,151.8219
"3430",null,null,null,null,null,null,null,null,"Greater Melbourne",1633,null,null,null,null,null,null,null,null,null,null
"3431",null,115.3846,129.8077,135.3276,null,125.4181,130.4945,139.0176,"Greater Melbourne",1634,null,129.8077,null,138.4615,null,null,null,126.6417,128.2051,118.9532
"3433",null,null,null,null,null,null,null,null,"Greater Melbourne",1635,null,null,null,null,null,null,null,null,null,null
"3434",148.3516,123.6264,133.1361,128.9593,null,142.4501,127.4597,137.3626,"Greater Melbourne",1636,137.0192,133.995,138.7537,136.6397,120.7513,144.2308,133.1361,136.6397,134.1682,135.7466
"3437",133.1361,120.7513,116.6811,115.3846,120.4565,135.7466,121.7949,122.7496,"Greater Melbourne",1638,121.7949,125.1158,121.7949,123.6264,115.3846,133.1361,120.7513,115.3846,118.9532,104.8951
"3438",null,null,null,114.1827,null,null,110.7226,null,"Greater Melbourne",1639,99.65035,null,null,120.7513,null,null,109.3117,null,null,null
"3440",null,null,null,null,null,null,null,null,"Greater Melbourne",1640,null,null,null,null,null,null,null,null,null,null
"3441",null,null,null,null,null,null,null,null,"Greater Melbourne",1641,null,null,null,null,null,null,null,null,null,null
"3711",null,null,null,null,null,null,null,null,"Rest of Vic.",1789,null,null,null,null,null,null,null,null,null,null
"3713",147.2995,null,null,null,null,null,null,139.2573,"Rest of Vic.",1791,133.9286,null,null,150.0,null,null,null,null,null,null
"3717",125.8741,125.0,null,115.3846,144.2308,115.3846,121.4575,117.0569,"Rest of Vic.",1794,122.9508,127.1186,119.0476,120.9677,125.0,131.5789,110.2941,null,115.3846,112.1795
"3752",140.3326,129.8077,136.6397,137.0192,140.5325,144.2308,137.0192,144.2308,"Greater Melbourne",1817,140.5325,136.6397,141.4392,136.6397,133.1361,140.3326,136.6397,131.4508,144.2308,144.2308
"3766",null,null,null,null,null,null,null,null,"Greater Melbourne",1830,null,null,null,null,null,null,null,null,null,null
"3750",148.3516,136.6397,133.1361,137.0192,140.5325,144.2308,137.0192,144.2308,"Greater Melbourne",1815,140.5325,142.255,137.0192,137.5446,129.8077,152.7149,136.6397,129.8077,147.929,144.2308
"3751",null,null,null,null,null,null,null,null,"Greater Melbourne",1816,null,null,null,null,null,null,null,null,null,null
"3753",136.6397,123.6264,131.4508,137.0192,142.3576,142.4501,137.0192,146.9868,"Greater Melbourne",1818,137.0192,136.6397,133.6773,128.2051,126.6417,140.3326,129.8077,133.1361,137.3626,148.8834
"3754",146.2622,136.6397,133.1361,138.7537,140.5325,147.929,142.3576,147.929,"Greater Melbourne",1819,137.0192,140.3326,141.4392,140.3326,136.6397,144.2308,136.6397,136.6397,144.2308,144.4113
"3755",null,null,null,null,null,null,null,null,"Greater Melbourne",1820,null,null,null,null,null,null,null,null,null,null
"3756",157.3427,148.3516,145.2394,150.1581,152.2436,155.9252,150.1581,151.8219,"Greater Melbourne",1821,156.5934,148.3516,156.5934,152.7149,148.3516,152.7149,152.7149,148.3516,147.929,153.8462
"3757",152.7149,140.3326,148.3516,152.2436,142.3576,164.8352,147.1347,146.0565,"Greater Melbourne",1822,140.5325,144.2308,154.3879,142.255,142.255,144.2308,138.4615,140.3326,150.8296,148.8834
"3765",126.6417,120.7513,140.3326,127.4597,null,139.0176,137.0192,null,"Greater Melbourne",1829,133.6773,136.6397,null,null,null,null,null,null,null,null
"3767",null,null,null,null,null,null,null,null,"Greater Melbourne",1831,null,null,null,null,null,null,null,null,null,null
"3770",null,null,null,null,null,null,null,null,"Greater Melbourne",1832,null,null,null,null,null,null,null,null,null,null
"3759",null,null,null,null,null,null,null,null,"Greater Melbourne",1824,null,null,null,null,null,null,null,null,null,null
"3760",null,null,null,null,null,null,null,null,"Greater Melbourne",1825,null,null,null,null,null,null,null,null,null,null
"3775",126.6417,null,133.995,null,135.3276,null,null,null,"Greater Melbourne",1833,null,134.8651,150.1581,129.8077,138.4615,136.6397,138.4615,null,null,135.7466
"3777",150.5017,136.6397,136.6397,146.1538,141.4392,155.9252,137.0192,139.0176,"Greater Melbourne",1834,148.1289,136.6397,144.2308,150.5017,136.6397,144.2308,142.255,140.3326,137.3626,151.8219
"3778",null,null,null,null,null,null,null,null,"Rest of Vic.",1835,null,null,null,null,null,null,null,null,null,null
"3761",null,null,null,null,null,null,null,null,"Greater Melbourne",1826,null,null,null,null,null,null,null,null,null,null
"3763",null,null,null,null,null,null,null,null,"Greater Melbourne",1827,null,null,null,null,null,null,null,null,null,null
"3779",null,null,null,null,null,null,null,null,"Rest of Vic.",1836,null,null,null,null,null,null,null,null,null,null
"3781",null,140.3326,136.6397,143.2881,null,null,null,null,"Greater Melbourne",1837,144.2308,null,142.3576,null,136.6397,148.3516,null,136.6397,null,null
"3782",138.4615,133.995,120.7513,117.2357,121.7949,null,130.4945,null,"Greater Melbourne",1838,127.4597,128.2051,128.9593,134.8651,123.6264,136.6397,120.7513,123.6264,120.1923,null
"3783",null,null,null,144.2308,null,null,null,null,"Greater Melbourne",1839,137.0192,null,148.1289,null,140.3326,null,129.8077,null,null,null
"3785",null,null,null,null,null,null,null,null,"Greater Melbourne",1840,null,null,null,null,null,null,null,null,null,null
"3786",null,null,null,null,null,null,null,null,"Greater Melbourne",1841,null,null,null,null,null,null,null,null,null,null
